transaction_id,transaction_amount_usd,transaction_hour,day_of_week,device_type,merchant_category,channel,country,customer_tenure_months,prev_transactions_7d,previous_fraud_count,location_risk_score,is_international,distance_from_home_km,fraud
3485,493.76,8,5,ios,restaurant,wallet,EC,61,13,0,0.444,0,7.24,0
3486,582.71,5,5,android,travel,card_present,EC,108,12,0,0.21,0,33.68,0
3487,440.94,6,0,ios,pharmacy,card_present,EC,42,9,0,0.075,0,47.36,0
3488,303.39,16,2,ios,grocery,card_present,PE,84,12,0,0.155,0,11.43,0
3489,263.54,11,5,android,pharmacy,card_present,EC,109,8,0,0.54,0,19.94,0
3490,202.91,15,0,ios,electronics,card_present,US,18,14,0,0.283,0,16.76,0
3491,93.01,1,5,android,travel,card_present,EC,68,16,0,0.391,0,38.88,0
3492,114.24,12,2,pos_terminal,fuel,card_present,EC,111,13,0,0.164,0,8.88,0
3493,195.78,11,0,ios,grocery,ecommerce,CO,67,8,0,0.418,0,19.89,0
3494,297.6,21,1,android,fashion,card_present,EC,108,15,0,0.301,0,5.54,0
3495,776.84,10,5,web,electronics,ecommerce,EC,50,13,0,0.43,0,22.62,0
3496,237.26,2,6,ios,grocery,ecommerce,EC,107,24,0,0.264,0,42.53,0
3497,547.5,16,0,android,grocery,ecommerce,EC,76,11,1,0.441,0,48.93,0
3498,581.75,3,3,android,grocery,wallet,EC,57,17,0,0.255,0,42.75,0
3499,203.86,21,1,android,fuel,ecommerce,EC,26,10,0,0.336,0,12.76,0
3500,394.78,9,4,ios,fashion,ecommerce,EC,20,11,0,0.301,0,0.18,0
3501,201.9,18,5,android,grocery,card_present,EC,34,7,0,0.355,0,37.16,0
3502,706.48,15,6,android,electronics,card_present,EC,91,7,0,0.4,0,27.12,0
3503,408.0,11,2,web,fuel,ecommerce,EC,56,13,0,0.261,0,5.43,0
3504,94.65,14,2,android,electronics,wallet,EC,47,9,0,0.328,0,10.91,0
3505,279.17,4,2,android,fashion,ecommerce,EC,56,8,0,0.384,1,85.67,0
3506,916.97,1,5,ios,restaurant,atm,PE,41,14,0,0.441,0,27.85,0
3507,212.22,18,3,web,services,wallet,EC,97,11,0,0.336,1,4.36,0
3508,350.99,23,0,web,grocery,wallet,CO,47,6,0,0.19,0,4.74,0
3509,379.66,20,6,android,electronics,ecommerce,PE,57,12,0,0.366,0,22.28,0
3510,107.05,7,0,ios,electronics,atm,CO,67,9,0,0.471,0,27.04,0
3511,369.13,8,6,web,gaming,ecommerce,EC,78,14,0,0.11,0,68.48,0
3512,80.44,8,1,android,restaurant,ecommerce,CO,40,7,0,0.112,0,7.25,0
3513,148.72,16,3,android,fuel,card_present,PE,8,7,0,0.231,0,36.78,0
3514,580.08,14,2,web,fashion,wallet,EC,83,12,0,0.315,0,11.22,0
3515,326.36,19,4,ios,travel,card_present,US,67,14,0,0.0,0,53.92,0
3516,192.29,22,2,android,services,card_present,EC,78,5,0,0.453,0,12.32,0
3517,350.64,9,2,web,grocery,ecommerce,CO,65,17,0,0.317,0,37.31,0
3518,233.81,15,3,android,fashion,card_present,EC,61,11,0,0.0,1,2.07,0
3519,247.81,12,6,ios,services,ecommerce,EC,114,13,1,0.15,0,0.54,0
3520,414.9,22,1,web,electronics,atm,EC,6,10,0,0.296,0,30.85,0
3521,137.1,8,1,android,grocery,ecommerce,CO,11,19,0,0.031,0,3.73,0
3522,253.37,4,0,ios,electronics,card_present,PE,113,14,0,0.525,0,12.27,0
3523,191.09,9,5,ios,pharmacy,card_present,EC,107,14,0,0.384,0,33.69,0
3524,69.0,14,4,web,services,ecommerce,EC,49,11,1,0.472,0,26.03,0
3525,117.47,22,4,web,restaurant,card_present,CO,65,16,0,0.165,0,61.68,0
3526,860.19,19,0,ios,services,card_present,EC,54,8,0,0.424,0,8.15,0
3527,333.74,0,5,ios,grocery,card_present,EC,120,7,0,0.231,0,18.06,0
3528,85.09,12,5,ios,restaurant,card_present,EC,55,17,0,0.315,0,11.61,0
3529,71.54,3,6,pos_terminal,restaurant,wallet,EC,91,6,0,0.414,0,5.38,0
3530,224.27,8,6,web,grocery,card_present,EC,44,9,0,0.337,1,22.24,0
3531,855.37,22,1,web,restaurant,ecommerce,EC,46,12,0,0.496,0,5.11,0
3532,211.28,23,4,pos_terminal,travel,ecommerce,EC,81,12,0,0.375,0,53.58,0
3533,697.98,3,2,android,fuel,card_present,EC,48,16,0,0.267,0,7.74,0
3534,325.1,3,4,ios,pharmacy,card_present,CO,1,8,0,0.502,1,3.5,0
3535,357.66,16,2,pos_terminal,electronics,card_present,US,20,13,0,0.54,0,19.09,0
3536,84.27,9,4,web,grocery,atm,CO,105,14,0,0.366,0,20.46,0
3537,519.36,10,6,android,gaming,card_present,EC,44,12,0,0.59,0,21.19,0
3538,187.66,20,4,ios,fuel,ecommerce,EC,12,18,0,0.308,0,11.8,0
3539,489.34,22,6,android,fashion,ecommerce,US,113,14,0,0.327,0,17.22,0
3540,127.9,21,6,web,travel,ecommerce,EC,120,16,0,0.351,0,12.59,0
3541,282.65,18,0,web,pharmacy,ecommerce,EC,60,13,0,0.327,0,7.12,0
3542,325.12,23,6,ios,grocery,card_present,EC,75,12,0,0.294,0,30.24,0
3543,216.88,17,5,pos_terminal,grocery,card_present,EC,91,10,0,0.221,0,9.64,0
3544,339.07,21,2,android,restaurant,ecommerce,ES,8,10,0,0.171,1,8.93,0
3545,198.24,12,4,pos_terminal,grocery,card_present,CO,35,10,0,0.37,0,26.06,0
3546,145.96,1,4,ios,services,wallet,EC,68,10,0,0.566,0,4.5,0
3547,886.23,19,5,android,electronics,ecommerce,EC,66,6,0,0.497,0,37.14,0
3548,567.79,22,5,pos_terminal,fuel,card_present,ES,40,6,0,0.42,0,15.47,0
3549,133.47,7,0,pos_terminal,fuel,card_present,CO,0,11,0,0.575,0,4.85,0
3550,386.58,10,0,pos_terminal,grocery,ecommerce,EC,115,15,0,0.353,0,10.78,0
3551,135.43,13,1,web,grocery,wallet,EC,74,8,0,0.172,0,25.97,0
3552,95.09,15,3,android,electronics,card_present,EC,91,9,0,0.287,0,8.37,0
3553,560.95,16,5,android,restaurant,card_present,ES,52,12,0,0.339,0,37.42,0
3554,62.76,9,4,android,grocery,ecommerce,EC,61,8,0,0.258,1,21.04,0
3555,514.95,20,0,android,services,ecommerce,EC,53,12,1,0.46,0,23.2,0
3556,200.42,19,5,pos_terminal,pharmacy,ecommerce,EC,52,14,0,0.518,0,51.68,0
3557,207.13,22,3,ios,electronics,ecommerce,EC,81,16,0,0.038,0,13.19,0
3558,340.49,13,2,android,grocery,card_present,EC,120,10,0,0.324,0,15.45,0
3559,390.55,1,5,web,grocery,card_present,EC,94,18,0,0.0,0,21.28,0
3560,126.66,20,2,web,pharmacy,wallet,EC,80,12,0,0.334,0,9.36,0
3561,435.62,1,4,ios,gaming,card_present,EC,1,12,0,0.332,0,15.01,0
3562,268.62,4,1,pos_terminal,travel,ecommerce,ES,62,17,0,0.67,0,45.01,0
3563,89.81,6,2,ios,restaurant,card_present,PE,115,11,0,0.616,0,12.35,0
3564,214.15,4,3,web,fashion,card_present,EC,48,19,0,0.518,0,20.75,0
3565,740.71,17,4,android,pharmacy,card_present,EC,66,9,0,0.177,0,51.91,0
3566,938.1,10,6,web,pharmacy,wallet,EC,39,12,0,0.167,0,33.28,0
3567,435.49,5,2,ios,electronics,wallet,EC,23,15,0,0.153,0,54.74,0
3568,94.66,0,6,web,gaming,ecommerce,CO,85,12,0,0.625,0,51.98,0
3569,363.24,5,5,android,electronics,card_present,US,37,12,0,0.186,1,8.65,0
3570,484.58,16,2,ios,electronics,ecommerce,EC,71,14,0,0.281,0,1.98,0
3571,438.41,19,0,android,pharmacy,card_present,US,71,10,0,0.188,0,28.83,0
3572,459.69,7,1,pos_terminal,travel,card_present,ES,102,17,0,0.124,0,7.88,1
3573,328.06,1,4,ios,grocery,card_present,EC,113,16,0,0.41,0,10.72,0
3574,231.52,13,5,android,grocery,ecommerce,EC,66,9,0,0.378,0,30.5,1
3575,150.79,18,4,web,electronics,card_present,PE,6,9,0,0.0,0,29.7,0
3576,53.74,1,5,web,grocery,card_present,EC,70,16,0,0.116,0,16.34,0
3577,321.92,19,0,web,services,ecommerce,US,107,14,0,0.396,0,39.96,0
3578,284.7,4,3,web,fuel,wallet,EC,57,15,1,0.337,0,28.12,0
3579,383.23,6,6,web,fashion,ecommerce,EC,68,11,0,0.278,0,3.88,1
3580,84.15,14,2,pos_terminal,pharmacy,ecommerce,EC,92,6,0,0.459,0,14.98,0
3581,411.0,1,6,ios,electronics,card_present,EC,53,10,0,0.09,0,3.89,0
3582,1269.3,7,0,android,grocery,card_present,EC,50,15,0,0.243,0,18.64,0
3583,261.22,3,6,android,fashion,card_present,EC,58,14,0,0.443,0,22.7,0
3584,233.52,5,5,web,fashion,card_present,EC,103,5,0,0.233,0,25.47,0
3585,314.12,18,4,pos_terminal,grocery,ecommerce,EC,59,10,0,0.406,0,7.31,0
3586,1246.95,5,4,android,restaurant,wallet,EC,39,6,0,0.144,0,45.45,0
3587,108.17,1,6,web,fashion,card_present,EC,72,17,0,0.202,0,13.77,0
3588,288.63,5,2,android,electronics,card_present,US,83,14,0,0.029,0,6.17,0
3589,129.39,2,1,web,restaurant,card_present,US,110,14,0,0.0,0,26.2,0
3590,158.38,14,6,android,fuel,card_present,EC,108,11,0,0.264,0,6.44,0
3591,235.78,23,0,web,services,card_present,EC,94,7,0,0.431,0,8.81,0
3592,720.86,4,4,ios,gaming,ecommerce,EC,93,12,0,0.329,0,13.3,0
3593,1036.26,17,1,android,grocery,ecommerce,EC,54,9,0,0.559,0,3.29,0
3594,351.11,8,6,pos_terminal,grocery,card_present,EC,41,9,0,0.279,0,2.16,0
3595,181.51,1,6,ios,restaurant,ecommerce,ES,68,8,0,0.0,0,2.15,0
3596,1802.22,16,3,ios,travel,card_present,CO,85,15,0,0.412,0,8.87,0
3597,174.26,5,3,android,pharmacy,card_present,US,62,12,0,0.156,0,1.92,0
3598,155.35,12,3,ios,pharmacy,atm,EC,25,13,0,0.373,0,23.26,0
3599,59.3,12,2,android,travel,wallet,PE,1,11,0,0.0,1,32.24,0
3600,749.54,14,6,ios,services,card_present,CO,7,9,0,0.3,0,25.48,0
3601,532.29,3,2,ios,fashion,ecommerce,EC,51,13,0,0.476,0,59.21,0
3602,1697.36,6,6,android,restaurant,ecommerce,EC,95,7,0,0.454,0,1.15,0
3603,80.72,17,4,pos_terminal,fuel,atm,CO,95,11,0,0.305,0,13.37,0
3604,787.7,22,6,android,travel,card_present,EC,97,16,0,0.341,1,11.36,0
3605,259.48,0,4,web,electronics,card_present,EC,85,16,0,0.261,1,31.18,0
3606,467.53,9,5,pos_terminal,grocery,ecommerce,ES,2,6,0,0.296,0,28.03,0
3607,65.65,21,3,web,grocery,card_present,EC,106,11,0,0.463,0,6.7,0
3608,793.97,6,3,web,fashion,wallet,EC,114,10,0,0.215,0,0.82,0
3609,460.26,10,1,android,restaurant,card_present,EC,102,17,0,0.233,0,3.66,0
3610,237.81,21,1,ios,electronics,ecommerce,EC,53,13,0,0.066,0,19.78,0
3611,411.03,23,0,web,pharmacy,card_present,EC,25,20,0,0.466,0,13.14,0
3612,132.98,15,2,web,restaurant,ecommerce,US,109,14,0,0.292,0,10.93,0
3613,154.32,16,6,ios,fashion,card_present,EC,22,15,0,0.123,0,0.74,0
3614,169.33,14,6,pos_terminal,fashion,card_present,US,95,12,0,0.498,0,5.37,0
3615,55.72,6,4,ios,grocery,card_present,EC,116,13,0,0.332,0,49.05,0
3616,488.82,21,2,web,restaurant,ecommerce,EC,108,15,0,0.207,1,7.57,0
3617,636.42,0,3,web,fashion,card_present,CO,63,8,0,0.501,0,94.72,0
3618,139.98,1,5,web,services,card_present,EC,100,14,0,0.279,0,5.27,0
3619,324.13,14,0,android,fuel,wallet,EC,100,4,0,0.058,0,30.08,0
3620,198.37,20,6,web,grocery,card_present,EC,117,12,0,0.513,0,20.78,0
3621,319.0,19,6,web,restaurant,card_present,EC,43,16,0,0.189,0,38.18,0
3622,148.49,16,6,web,pharmacy,ecommerce,EC,76,20,0,0.884,0,23.88,0
3623,121.01,9,0,ios,services,card_present,EC,98,8,0,0.26,0,16.92,0
3624,569.21,8,6,android,services,ecommerce,ES,27,14,0,0.0,0,2.51,0
3625,233.1,10,4,web,pharmacy,card_present,EC,27,19,0,0.656,0,4.87,0
3626,1236.79,6,3,web,electronics,wallet,EC,47,15,0,0.33,0,46.19,0
3627,254.58,10,1,pos_terminal,restaurant,card_present,US,43,15,0,0.386,0,33.48,0
3628,116.95,2,3,android,fuel,ecommerce,EC,90,12,0,0.409,0,2.52,0
3629,654.67,7,2,android,pharmacy,wallet,EC,113,14,0,0.095,0,40.66,0
3630,406.35,22,6,web,gaming,ecommerce,EC,18,9,0,0.0,0,1.32,0
3631,438.82,16,2,pos_terminal,travel,card_present,EC,39,6,0,0.692,0,10.66,0
3632,635.92,3,1,android,fashion,card_present,EC,112,21,0,0.059,0,43.23,0
3633,145.53,6,6,android,travel,ecommerce,EC,71,14,0,0.635,0,45.4,1
3634,221.58,6,1,web,gaming,ecommerce,EC,24,10,0,0.435,0,33.03,0
3635,213.88,6,6,android,travel,card_present,EC,73,11,0,0.372,0,34.78,0
3636,87.36,16,6,ios,grocery,ecommerce,EC,105,19,0,0.256,0,19.93,0
3637,198.68,21,2,pos_terminal,fashion,card_present,EC,45,16,0,0.756,0,29.53,0
3638,714.58,17,4,web,fuel,atm,EC,58,13,0,0.216,0,5.46,0
3639,296.62,11,5,android,services,ecommerce,EC,74,12,0,0.221,0,13.84,0
3640,83.57,3,3,pos_terminal,fashion,ecommerce,CO,101,9,0,0.461,0,17.19,0
3641,70.66,3,4,web,pharmacy,ecommerce,CO,68,8,0,0.219,0,18.4,0
3642,929.28,19,0,pos_terminal,electronics,card_present,EC,115,12,0,0.158,0,14.39,0
3643,228.22,16,3,ios,fashion,card_present,EC,91,9,0,0.33,0,37.57,0
3644,146.15,12,3,web,electronics,wallet,EC,51,16,1,0.464,0,1.11,0
3645,197.04,13,3,ios,restaurant,wallet,EC,58,11,0,0.679,0,26.75,0
3646,75.24,20,6,ios,gaming,card_present,EC,84,16,0,0.715,0,6.82,0
3647,765.91,19,5,web,pharmacy,wallet,EC,8,13,0,0.018,0,60.02,0
3648,179.14,2,4,ios,restaurant,card_present,US,27,12,0,0.528,0,48.21,0
3649,732.53,9,2,ios,travel,ecommerce,EC,28,10,0,0.163,0,65.29,0
3650,255.67,1,2,ios,pharmacy,wallet,EC,96,7,0,0.172,0,53.32,0
3651,769.86,9,0,android,services,card_present,EC,99,12,1,0.243,0,8.64,0
3652,301.25,15,3,pos_terminal,fuel,card_present,EC,99,15,0,0.232,0,1.35,0
3653,485.5,5,1,web,restaurant,ecommerce,US,12,13,0,0.148,0,16.39,0
3654,436.09,3,6,ios,pharmacy,ecommerce,EC,35,6,0,0.0,0,18.66,0
3655,403.92,11,5,web,travel,ecommerce,US,37,14,0,0.601,0,12.61,0
3656,324.06,12,6,pos_terminal,fashion,ecommerce,ES,2,8,0,0.502,0,10.92,0
3657,203.63,17,6,ios,services,wallet,EC,31,14,0,0.338,0,8.73,0
3658,1135.62,0,2,web,restaurant,card_present,EC,52,19,0,0.167,0,21.02,0
3659,118.75,5,2,android,restaurant,atm,EC,107,16,0,0.563,0,2.45,0
3660,246.17,18,4,pos_terminal,grocery,card_present,EC,20,8,0,0.329,0,0.06,0
3661,248.26,16,3,android,travel,wallet,EC,104,8,0,0.237,0,16.1,0
3662,338.5,21,1,web,fashion,ecommerce,EC,99,8,0,0.045,0,10.05,0
3663,173.99,19,4,ios,electronics,wallet,EC,19,19,0,0.438,0,23.65,0
3664,315.57,20,3,web,services,wallet,EC,31,10,0,0.281,0,7.69,0
3665,214.33,12,6,ios,gaming,card_present,EC,55,9,0,0.388,0,25.32,0
3666,69.2,23,1,ios,services,ecommerce,EC,114,10,0,0.371,0,10.81,0
3667,247.21,9,3,pos_terminal,fashion,card_present,EC,94,15,0,0.455,0,36.56,0
3668,101.71,21,3,android,restaurant,card_present,CO,117,8,0,0.38,0,29.47,0
3669,61.26,9,6,android,electronics,ecommerce,EC,37,13,0,0.286,0,10.76,0
3670,273.71,10,4,web,fashion,ecommerce,CO,109,13,0,0.441,0,14.54,0
3671,362.45,16,0,android,electronics,ecommerce,EC,115,6,0,0.512,0,4.72,0
3672,373.88,9,2,android,restaurant,ecommerce,EC,72,10,0,0.619,0,16.13,0
3673,386.19,3,6,android,electronics,card_present,EC,18,10,0,0.139,0,43.22,0
3674,52.27,21,1,ios,electronics,card_present,EC,32,18,0,0.541,1,22.51,0
3675,82.58,10,2,web,fashion,wallet,EC,15,9,0,0.055,0,36.67,0
3676,1189.64,22,1,web,grocery,ecommerce,EC,97,9,0,0.524,0,34.26,0
3677,106.15,9,5,android,gaming,ecommerce,EC,37,11,0,0.235,0,40.86,0
3678,399.92,23,0,ios,electronics,card_present,US,84,9,0,0.492,0,7.5,0
3679,141.6,14,2,web,restaurant,wallet,EC,32,11,0,0.61,0,37.85,0
3680,261.47,18,4,web,grocery,card_present,EC,118,9,0,0.382,0,18.81,0
3681,147.82,18,6,ios,fashion,wallet,EC,93,18,0,0.341,0,8.88,0
3682,384.45,4,1,android,grocery,card_present,CO,45,8,0,0.332,0,23.67,0
3683,273.69,19,2,pos_terminal,services,ecommerce,US,57,9,0,0.265,0,22.91,0
3684,171.39,22,0,android,pharmacy,card_present,ES,7,14,0,0.552,0,50.51,0
3685,105.89,15,3,pos_terminal,pharmacy,card_present,CO,16,16,0,0.331,0,41.93,0
3686,303.93,22,6,android,electronics,card_present,EC,120,9,0,0.0,0,5.26,0
3687,92.98,20,2,ios,restaurant,ecommerce,EC,98,9,0,0.509,0,20.52,0
3688,345.35,15,1,android,pharmacy,ecommerce,EC,101,13,0,0.5,0,20.25,0
3689,2005.75,11,2,web,fashion,ecommerce,CO,77,12,0,0.358,0,18.28,0
3690,722.5,20,6,ios,grocery,ecommerce,EC,26,12,0,0.208,0,4.38,0
3691,435.83,4,3,web,fashion,card_present,EC,12,11,0,0.141,0,55.87,0
3692,229.09,13,4,web,gaming,wallet,EC,87,9,0,0.209,0,3.58,0
3693,52.02,19,5,android,grocery,ecommerce,EC,40,14,0,0.386,0,53.66,0
3694,85.18,22,5,android,grocery,card_present,EC,0,14,0,0.018,0,23.62,0
3695,684.59,6,4,pos_terminal,restaurant,ecommerce,EC,2,8,0,0.426,0,2.46,0
3696,130.42,2,3,ios,electronics,card_present,EC,67,9,0,0.363,0,31.11,0
3697,140.22,8,3,web,fashion,wallet,EC,101,14,0,0.582,1,14.32,0
3698,214.88,20,1,web,fashion,card_present,PE,43,17,0,0.476,0,6.37,0
3699,104.89,12,2,web,fuel,ecommerce,EC,120,12,0,0.22,1,25.37,0
3700,91.94,1,5,ios,grocery,ecommerce,EC,46,9,0,0.046,0,31.21,0
3701,235.62,2,0,web,restaurant,atm,EC,88,19,0,0.202,0,39.62,0
3702,120.22,8,5,pos_terminal,travel,card_present,EC,29,8,0,0.599,0,48.96,0
3703,135.61,8,3,web,travel,ecommerce,US,73,15,0,0.403,0,50.04,0
3704,131.32,3,2,pos_terminal,fuel,card_present,EC,33,4,0,0.458,0,20.14,0
3705,372.59,11,0,android,restaurant,card_present,PE,94,17,0,0.237,0,1.31,0
3706,203.75,11,5,web,restaurant,card_present,EC,55,13,0,0.437,0,2.94,0
3707,212.67,4,0,ios,electronics,card_present,PE,5,19,0,0.076,0,19.18,0
3708,395.5,5,3,android,pharmacy,ecommerce,EC,30,15,0,0.518,0,15.24,0
3709,218.97,15,1,web,restaurant,card_present,EC,42,6,0,0.142,0,2.49,0
3710,196.37,22,6,web,travel,wallet,EC,56,16,0,0.0,0,51.6,0
3711,357.43,23,1,pos_terminal,travel,wallet,ES,32,16,0,0.757,0,5.85,0
3712,418.7,13,5,web,electronics,card_present,EC,69,12,0,0.374,0,47.93,0
3713,218.09,0,4,android,pharmacy,card_present,US,116,11,0,0.369,0,14.5,0
3714,261.67,21,0,pos_terminal,electronics,card_present,EC,86,13,1,0.013,0,12.95,0
3715,131.26,22,5,android,restaurant,ecommerce,PE,37,13,0,0.462,0,24.95,0
3716,123.23,6,6,web,services,ecommerce,PE,81,6,0,0.509,1,24.63,0
3717,453.91,9,1,ios,restaurant,card_present,EC,116,6,0,0.314,0,8.39,0
3718,350.21,0,6,ios,grocery,ecommerce,EC,29,15,0,0.51,0,26.12,0
3719,353.13,19,5,ios,services,card_present,EC,28,13,0,0.561,0,29.19,0
3720,307.13,18,5,web,restaurant,card_present,PE,4,11,0,0.445,0,53.33,0
3721,254.56,0,2,web,grocery,card_present,EC,101,12,0,0.0,0,13.78,0
3722,428.25,16,0,pos_terminal,travel,ecommerce,ES,100,15,0,0.143,0,7.52,1
3723,518.36,9,3,pos_terminal,fashion,ecommerce,EC,50,12,0,0.654,0,4.94,0
3724,508.55,13,5,android,fashion,card_present,EC,105,12,0,0.365,0,71.2,0
3725,226.32,5,4,android,travel,card_present,EC,78,6,0,0.366,0,34.99,0
3726,744.1,19,4,android,pharmacy,card_present,EC,118,7,0,0.2,0,17.75,0
3727,294.52,9,5,pos_terminal,electronics,ecommerce,EC,111,16,0,0.235,0,12.65,0
3728,406.87,20,2,android,restaurant,card_present,EC,116,15,0,0.565,0,3.38,0
3729,307.43,3,0,web,fuel,ecommerce,EC,47,13,1,0.62,0,32.47,0
3730,298.92,14,6,pos_terminal,services,ecommerce,EC,76,10,0,0.493,0,30.29,0
3731,136.18,7,4,ios,electronics,ecommerce,EC,20,11,0,0.449,0,1.37,0
3732,429.95,23,3,android,electronics,card_present,PE,108,12,0,0.463,0,49.59,0
3733,2389.46,13,4,android,services,ecommerce,EC,38,14,0,0.337,0,15.58,0
3734,181.77,17,5,web,services,card_present,EC,54,17,0,0.133,0,6.43,0
3735,259.66,2,5,ios,fuel,card_present,PE,71,9,0,0.094,0,51.31,0
3736,171.68,16,4,ios,fashion,card_present,EC,95,10,0,0.587,0,20.64,0
3737,166.03,2,5,android,services,card_present,EC,88,11,0,0.344,0,20.67,0
3738,843.99,8,2,web,restaurant,card_present,PE,115,18,0,0.436,0,51.21,0
3739,143.2,5,4,pos_terminal,electronics,ecommerce,EC,86,7,0,0.388,0,52.98,0
3740,167.89,0,6,web,pharmacy,wallet,EC,96,15,0,0.397,0,3.56,0
3741,68.9,14,1,ios,travel,atm,EC,69,12,0,0.412,0,35.69,0
3742,133.82,5,3,ios,grocery,ecommerce,EC,50,12,0,0.476,0,5.25,0
3743,62.54,12,4,android,fuel,wallet,EC,110,15,0,0.212,0,13.48,0
3744,406.68,18,3,pos_terminal,pharmacy,card_present,EC,45,14,0,0.563,0,16.7,0
3745,2303.86,4,6,ios,pharmacy,wallet,EC,75,13,0,0.217,0,19.82,0
3746,182.96,17,2,android,grocery,card_present,EC,35,11,0,0.393,0,8.15,0
3747,64.66,7,1,web,fashion,ecommerce,EC,58,12,0,0.137,0,31.16,0
3748,504.0,7,0,pos_terminal,pharmacy,card_present,EC,44,16,0,0.32,0,18.38,0
3749,137.15,13,5,android,fuel,ecommerce,EC,31,13,0,0.231,0,16.65,0
3750,693.72,15,4,web,gaming,ecommerce,EC,99,8,0,0.354,0,0.36,0
3751,195.77,15,4,pos_terminal,restaurant,ecommerce,EC,92,8,0,0.482,0,23.33,0
3752,147.99,4,3,android,electronics,card_present,EC,84,13,0,0.364,0,17.35,0
3753,212.77,13,2,web,fashion,wallet,ES,10,7,0,0.703,0,24.27,0
3754,449.8,6,6,ios,electronics,card_present,EC,30,12,0,0.493,0,17.3,0
3755,204.52,6,4,web,restaurant,card_present,PE,26,10,0,0.309,0,25.75,0
3756,164.88,22,6,android,travel,card_present,EC,86,13,0,0.335,0,15.34,0
3757,209.25,2,5,android,restaurant,card_present,EC,107,15,0,0.418,0,31.05,0
3758,88.69,9,5,ios,restaurant,ecommerce,EC,45,8,0,0.477,1,8.8,0
3759,337.04,10,3,android,electronics,card_present,US,39,12,0,0.128,0,29.55,0
3760,58.74,5,1,ios,gaming,ecommerce,EC,67,14,0,0.465,0,20.15,0
3761,171.96,18,4,android,grocery,wallet,EC,119,16,0,0.133,0,22.93,0
3762,450.38,11,5,web,electronics,ecommerce,ES,44,9,0,0.447,0,14.17,0
3763,312.63,17,3,android,grocery,ecommerce,EC,33,10,0,0.548,0,29.11,0
3764,393.41,9,0,web,fashion,card_present,EC,63,10,0,0.404,0,5.08,0
3765,232.89,21,6,android,services,card_present,EC,110,14,0,0.0,0,27.95,0
3766,625.39,17,5,web,pharmacy,card_present,EC,88,19,0,0.029,1,19.75,0
3767,514.06,7,2,android,travel,card_present,EC,62,16,0,0.451,0,39.22,0
3768,350.55,23,3,android,fashion,card_present,EC,88,8,0,0.0,1,70.08,0
3769,515.23,20,0,android,grocery,ecommerce,EC,1,8,0,0.46,0,19.47,0
3770,447.16,14,6,web,travel,ecommerce,EC,91,12,0,0.527,0,11.62,1
3771,172.61,0,1,android,electronics,wallet,EC,11,8,0,0.554,1,40.74,0
3772,83.72,14,2,web,grocery,ecommerce,EC,47,10,0,0.307,0,12.49,0
3773,343.39,16,2,android,pharmacy,ecommerce,CO,42,12,0,0.429,0,7.2,0
3774,379.73,8,1,pos_terminal,fuel,wallet,EC,83,13,0,0.388,0,0.26,0
3775,586.96,3,4,android,services,ecommerce,EC,29,12,0,0.085,0,10.01,0
3776,115.99,13,6,android,travel,wallet,US,28,15,0,0.484,1,8.01,1
3777,118.8,19,5,web,travel,card_present,ES,106,15,0,0.6,0,31.73,0
3778,354.43,7,3,android,restaurant,card_present,US,57,23,0,0.474,0,0.45,0
3779,231.75,10,0,ios,gaming,ecommerce,EC,89,9,0,0.259,1,14.71,0
3780,54.27,0,6,web,electronics,wallet,ES,70,15,0,0.483,0,7.0,0
3781,331.18,16,1,web,grocery,card_present,EC,75,11,0,0.584,0,8.12,0
3782,55.74,20,6,android,restaurant,ecommerce,EC,83,16,0,0.56,0,6.73,0
3783,115.17,18,2,android,travel,wallet,EC,80,12,0,0.535,0,4.3,0
3784,723.38,10,3,android,restaurant,card_present,EC,110,9,0,0.063,0,20.7,0
3785,1056.26,1,3,ios,gaming,ecommerce,EC,94,11,0,0.422,0,0.02,1
3786,92.76,11,3,web,gaming,card_present,ES,36,10,0,0.466,0,9.49,0
3787,188.5,22,1,ios,fashion,wallet,CO,20,14,0,0.537,1,5.42,0
3788,253.83,2,3,web,fuel,card_present,EC,102,10,0,0.443,0,46.8,0
3789,1020.01,5,2,web,travel,ecommerce,EC,45,13,0,0.629,0,66.37,0
3790,165.39,20,5,web,restaurant,ecommerce,CO,37,9,0,0.021,0,13.15,0
3791,167.52,13,3,ios,pharmacy,card_present,EC,13,17,0,0.451,0,30.12,1
3792,846.89,4,6,ios,electronics,wallet,EC,66,7,0,0.436,0,11.5,0
3793,181.77,0,2,android,grocery,card_present,EC,61,12,0,0.512,1,2.75,0
3794,437.18,9,2,android,fuel,card_present,US,100,15,0,0.628,0,23.25,0
3795,75.25,14,0,android,electronics,ecommerce,EC,90,18,0,0.19,0,47.09,0
3796,213.92,20,5,pos_terminal,electronics,card_present,US,87,13,0,0.622,0,31.32,0
3797,65.03,21,0,web,grocery,wallet,EC,65,12,0,0.497,0,2.11,0
3798,105.45,10,1,android,services,ecommerce,EC,104,16,0,0.316,0,14.95,0
3799,480.08,10,6,android,pharmacy,wallet,EC,118,10,0,0.186,0,21.7,0
3800,235.72,22,4,web,fuel,ecommerce,EC,98,13,0,0.385,0,48.06,0
3801,190.05,18,3,ios,restaurant,wallet,ES,42,11,0,0.401,0,4.17,0
3802,134.77,5,5,android,grocery,ecommerce,EC,33,10,0,0.411,0,19.3,1
